"Gene"	"P-value"
"537"	"ALOX5"	0.95236223423424
"538"	"ALOX5AP"	0.0128339222450428
"539"	"ALOXE3"	0.00155694156228159
"540"	"ALPI"	0.735468408511796
"541"	"ALPK1"	0.121497368451763
"542"	"ALPK2"	0.146179048948871
"543"	"ALPK3"	0.377411469707378
"544"	"ALPL"	0.0356148153812965
"545"	"ALPP"	0.0471465291847107
"546"	"ALS2"	0.0210829371248373
"547"	"ALS2CL"	0.0398536813206599
"548"	"ALS2CR11"	0.029800169255061
"549"	"ALS2CR12"	0.242708148750185
"550"	"ALS2CR4"	0.559291477128378
"551"	"ALS2CR8"	0.276349300971108
"552"	"ALX1"	0.265854703873743
"553"	"ALX3"	0.0278057908127107
"554"	"ALX4"	0.382272182460149
"555"	"AMAC1"	0.000526145602637085
"556"	"AMAC1L2"	2.80655615598757e-05
"557"	"AMAC1L3"	0.142470743714858
"558"	"AMACR"	0.246796397345516
"559"	"AMBP"	0.0707215086670756
"560"	"AMBRA1"	0.000950228304715028
"561"	"AMD1"	9.6017217399158e-07
"562"	"AMDHD1"	0.0006684717939347
"563"	"AMDHD2"	0.0121048615294347
"564"	"AMFR"	0.51793179275514
"565"	"AMH"	4.94018996266554e-07
"566"	"AMHR2"	0.887180223491146
"567"	"AMICA1"	0.367756566784187
"568"	"AMIGO1"	0.0134257792833453
"569"	"AMIGO2"	0.636041163944553
"570"	"AMIGO3"	0.00906951306977899
"571"	"AMMECR1"	0.85170928340096
"572"	"AMMECR1L"	0.0110078668246107
"573"	"AMN1"	0.773135890949182
"574"	"AMN"	4.80956948836209e-05
"575"	"AMOT"	4.53561588287243e-09
"576"	"AMOTL1"	0.000142954965869801
"577"	"AMOTL2"	0.23130311059758
"578"	"AMPD1"	0.0516204219989463
"579"	"AMPD2"	3.18444826064024e-10
"580"	"AMPD3"	0.633826146839296
"581"	"AMPH"	0.732728400061258
"582"	"AMT"	0.0949693077750411
"583"	"AMY1A"	0.00100171003251603
"584"	"AMY2A"	0.000520768362593182
"585"	"AMY2B"	0.000139580989997556
"586"	"AMZ1"	0.00431131399785667
"587"	"AMZ2"	0.987117793084646
"588"	"AMZ2P1"	0.11616775122242
"589"	"ANAPC10"	0.0404805511242721
"590"	"ANAPC11"	0.0566779642769892
"591"	"ANAPC13"	0.00176150133510933
"592"	"ANAPC16"	0.000149598347885638
"593"	"ANAPC1"	0.00704039276404
"594"	"ANAPC2"	0.104341945761495
"595"	"ANAPC4"	0.0937590923671867
"596"	"ANAPC5"	3.88897530623211e-07
"597"	"ANAPC7"	0.00241756504577528
"598"	"ANG"	8.41542393468231e-05
"599"	"ANGEL1"	0.00533855336318911
"600"	"ANGEL2"	0.104597945415522
"601"	"ANGPT1"	0.118560949852138
"602"	"ANGPT2"	0.609324973739916
"603"	"ANGPT4"	0.0458109739178476
"604"	"ANGPTL1"	0.141021102337257
"605"	"ANGPTL2"	0.647042101021071
"606"	"ANGPTL3"	2.13197540145371e-05
"607"	"ANGPTL4"	0.337405409385745
"608"	"ANGPTL5"	0.0785280307625938
"609"	"ANGPTL6"	3.51401152698383e-06
"610"	"ANGPTL7"	0.747892354420002
"611"	"ANK1"	0.62435939330674
"612"	"ANK2"	0.890358569319648
"613"	"ANK3"	7.75393862118001e-07
"614"	"ANKAR"	0.398234270454649
"615"	"ANKDD1A"	0.0161593192621383
"616"	"ANKFN1"	0.0162537504709312
"617"	"ANKFY1"	0.0413580473011707
"618"	"ANKH"	0.0078463429970087
"619"	"ANKHD1"	3.51989862806823e-05
"620"	"ANKHD1-EIF4EBP3"	0.000450679216716154
"621"	"ANKIB1"	0.011126531433413
"622"	"ANKK1"	0.00415815648996998
"623"	"ANKLE1"	3.61155549910563e-13
"624"	"ANKLE2"	0.106086966233458
"625"	"ANKMY1"	0.462634277906061
"626"	"ANKMY2"	0.00302822777795497
"627"	"ANKRA2"	0.119897798960552
"628"	"ANKRD10"	0.000191273244781076
"629"	"ANKRD11"	0.408884342647604
"630"	"ANKRD12"	0.0109119645896901
"631"	"ANKRD1"	0.0923979355918063
"632"	"ANKRD13A"	0.428472000425816
"633"	"ANKRD13B"	2.3756676830633e-05
"634"	"ANKRD13C"	0.0128379549436846
"635"	"ANKRD13D"	6.06857086804524e-09
"636"	"ANKRD16"	0.00482624030911594
"637"	"ANKRD17"	0.000279489827690216
"638"	"ANKRD19"	0.755293684717748
"639"	"ANKRD20A3"	0.586470950785848
"640"	"ANKRD20A4"	0.589834600212167
"641"	"ANKRD20B"	0.752200381552714
"642"	"ANKRD22"	0.055938085937095
"643"	"ANKRD2"	0.11170472293899
"644"	"ANKRD23"	9.57618899962709e-05
"645"	"ANKRD24"	0.0458481714845259
"646"	"ANKRD26"	0.438890951711894
