"Gene"	"P-value"
"601"	"ANGPT1"	0.10377752793
"602"	"ANGPT2"	0.697886370019127
"603"	"ANGPT4"	0.176686903540925
"604"	"ANGPTL1"	0.295959982170501
"605"	"ANGPTL2"	0.980731940177436
"606"	"ANGPTL3"	0.00115636538842434
"607"	"ANGPTL4"	0.578370878050633
"608"	"ANGPTL5"	0.40756291735568
"609"	"ANGPTL6"	1.01255097052499e-05
"610"	"ANGPTL7"	0.946623683967312
"611"	"ANK1"	0.873768629825582
"612"	"ANK2"	0.978896246467621
"613"	"ANK3"	5.69904599256876e-06
"614"	"ANKAR"	0.879852305993078
"615"	"ANKDD1A"	0.141355941604786
"616"	"ANKFN1"	0.0107769999953361
"617"	"ANKFY1"	0.0885305730700254
"618"	"ANKH"	0.0150170386455745
"619"	"ANKHD1"	0.00364233210425535
"620"	"ANKHD1-EIF4EBP3"	0.0152194140083236
"621"	"ANKIB1"	0.0253947970076629
"622"	"ANKK1"	0.059949050483737
"623"	"ANKLE1"	5.42539069225967e-09
"624"	"ANKLE2"	0.150997801253423
"625"	"ANKMY1"	0.870697663077958
"626"	"ANKMY2"	0.0286870866228389
"627"	"ANKRA2"	0.237062466427602
"628"	"ANKRD10"	0.0218370262509284
"629"	"ANKRD11"	0.963709621990555
"630"	"ANKRD12"	0.173024648589413
"631"	"ANKRD1"	0.00721915171865428
"632"	"ANKRD13A"	0.754859923480266
"633"	"ANKRD13B"	0.00106471980766398
"634"	"ANKRD13C"	0.0962227186441007
"635"	"ANKRD13D"	1.12945999997116e-06
"636"	"ANKRD16"	0.0175307682436537
"637"	"ANKRD17"	0.00160400020421347
"638"	"ANKRD19"	0.748636696751906
"639"	"ANKRD20A3"	0.66701259580393
"640"	"ANKRD20A4"	0.966374871745859
"641"	"ANKRD20B"	0.993108861184393
"642"	"ANKRD22"	0.502291549088596
"643"	"ANKRD2"	0.167568002543629
"644"	"ANKRD23"	0.00194355639889554
"645"	"ANKRD24"	0.296722621805451
"646"	"ANKRD26"	0.278726372914726
"647"	"ANKRD26P1"	3.88176687688979e-05
"648"	"ANKRD27"	6.71536396893435e-05
"649"	"ANKRD28"	0.649933852866758
"650"	"ANKRD29"	0.646395328035447
"651"	"ANKRD30A"	0.0217634475694224
"652"	"ANKRD30B"	0.000842900046768125
"653"	"ANKRD31"	0.00293592169710666
"654"	"ANKRD32"	0.406570762575908
"655"	"ANKRD33"	2.78481663289476e-05
"656"	"ANKRD34A"	0.57481711829519
"657"	"ANKRD34B"	0.645914205027511
"658"	"ANKRD34C"	0.779063494178759
"659"	"ANKRD35"	0.291409803901849
"660"	"ANKRD36"	0.0150281080817637
"661"	"ANKRD36B"	0.771576173914575
"662"	"ANKRD36BP1"	0.000133391889026613
"663"	"ANKRD37"	0.406527117583074
"664"	"ANKRD39"	0.186191601952892
"665"	"ANKRD40"	0.00903434627777366
"666"	"ANKRD42"	0.0900177019574346
"667"	"ANKRD43"	0.918157257667521
"668"	"ANKRD44"	0.19943114159685
"669"	"ANKRD45"	0.744296920002091
